name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,Double Fine Productions,0.39,0.09,0,79.0,6.9
NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,EA Sports,0.39,0.11,0,90.0,8.2
We Cheer,Wii,2008.0,Simulation,505 Games,"Machatin, Inc.",0.47,0,0,56.0,7.3
Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,EA Tiburon,0.47,0,0.01,76.0,4.2
Ready 2 Rumble Boxing: Round 2,PS,2000.0,Fighting,Midway Games,Point of View,0.29,0.2,0,68.0,#VALUE!
LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,TT Games,0.27,0.19,0.02,71.0,8.1
Mega Man 6,NES,1993.0,Platform,Capcom,NaN,0.28,0.07,0.16,NaN,NaN
NBA Live 09,PS3,2008.0,Sports,Electronic Arts,EA Canada,0.46,0,0.02,75.0,7.8
FIFA 12,PSP,2011.0,Sports,Electronic Arts,NaN,0.12,0.25,0.02,NaN,NaN
Mission: Impossible,PS,1999.0,Action,Infogrames,NaN,0.29,0.2,0,NaN,NaN
Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,EA Tiburon,0.18,0.25,0,61.0,3.7
SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,SCEE London Studio,0.09,0.31,0,65.0,3.9
Rival Schools: United By Fate,PS,1998.0,Fighting,Capcom,NaN,0.12,0.08,0.28,NaN,NaN
Lords of the Fallen,PS4,2014.0,Role-Playing,Square Enix,"City Interactive, Deck 13",0.18,0.24,0.02,68.0,6.6
Swing Away Golf,PS2,2000.0,Sports,Electronic Arts,T&E Soft,0.17,0.13,0.18,78.0,#VALUE!
J-League Pro Soccer Club o Tsukurou! 3,PS2,2003.0,Sports,Sega,NaN,0,0,0.52,NaN,NaN
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,Crystal Dynamics,0.25,0.19,0.02,82.0,7.1
Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,Io Interactive,0.25,0.2,0,81.0,8.4
Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,"Climax Group, Climax Studios",0.22,0.15,0.04,78.0,7.8
Gun,XB,2005.0,Shooter,Activision,Neversoft Entertainment,0.38,0.12,0,79.0,7.8
That's So Raven 2: Supernatural Style,GBA,2005.0,Adventure,Disney Interactive Studios,Artificial Mind and Movement,0.37,0.14,0,52.0,#VALUE!
Fight Night Round 3,PSP,2006.0,Fighting,Electronic Arts,EA Chicago,0.46,0.01,0,74.0,8.1
The Punisher,PS2,2005.0,Action,THQ,Volition Inc.,0.25,0.2,0,68.0,8.2
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,HAL Labs,0.22,0.13,0.12,73.0,8
Front Mission 3,PS,1999.0,Strategy,SquareSoft,NaN,0.1,0.07,0.31,NaN,NaN
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006.0,Misc,Nintendo,NaN,0,0,0.52,NaN,NaN
SSX On Tour,PS2,2005.0,Sports,Electronic Arts,EA Canada,0.25,0.2,0,80.0,7.9
Frozen: Olaf's Quest,DS,2013.0,Platform,Disney Interactive Studios,NaN,0.21,0.26,0,NaN,NaN
Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,Nippon Ichi Software,0.33,0.03,0.11,78.0,7.5
Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,Vicarious Visions,0.37,0.14,0,90.0,8
Way of the Samurai 3,PS3,2008.0,Action,Gamebridge,Acquire,0.18,0.08,0.22,58.0,7.9
The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,Maxis,0.46,0.05,0,78.0,8.6
Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,Neverland,0.32,0.03,0.15,77.0,7.9
Harry Potter and the Prisoner of Azkaban,GBA,2004.0,Action,Electronic Arts,Griptonite Games,0.37,0.14,0,69.0,8.1
Omega Boost,PS,1999.0,Shooter,Sony Computer Entertainment,NaN,0.17,0.11,0.2,NaN,NaN
NFL 2K3,XB,2002.0,Sports,Sega,NaN,0.38,0.11,0,NaN,NaN
Cars 2,PS3,2011.0,Racing,Disney Interactive Studios,NaN,0.22,0.21,0,NaN,NaN
Go Diego Go! Safari Rescue,Wii,2008.0,Action,Take-Two Interactive,NaN,0.47,0,0,NaN,NaN
SimAnimals,DS,2009.0,Simulation,Electronic Arts,Electronic Arts,0.26,0.2,0,70.0,7.5
NBA Live 2002,PS,2001.0,Sports,Electronic Arts,EA Canada,0.29,0.19,0,81.0,8.8
Jampack Winter 2002,PS2,2002.0,Misc,Sony Computer Entertainment,NaN,0.25,0.2,0,NaN,NaN
LEGO Marvel Super Heroes,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,NaN,0.11,0.29,0,NaN,NaN
Way of the Samurai,PS2,2002.0,Action,Eidos Interactive,Acquire,0.13,0.1,0.25,74.0,8.2
The 3rd Birthday,PSP,2010.0,Role-Playing,Square Enix,HexaDrive,0.13,0.07,0.27,71.0,6.1
Sonic & All-Stars Racing Transformed,WiiU,2012.0,Racing,Sega,NaN,0.19,0.26,0.02,NaN,NaN
Kung Fu Panda,PS3,2008.0,Action,Activision,"Luxoflux, Inc.",0.21,0.21,0,76.0,7.3
Classic Word Games,DS,2009.0,Misc,Ubisoft,Ubisoft,0.09,0.36,0,NaN,#VALUE!
Epic Mickey 2: The Power of Two,X360,2012.0,Action,Disney Interactive Studios,Blitz Games Studios,0.32,0.15,0,59.0,5.5
Fishing Derby,2600,NaN,Sports,Activision,NaN,0.48,0.03,0,NaN,NaN
Pac-Man Fever,PS2,2001.0,Misc,Sony Computer Entertainment,Mass Media,0.25,0.2,0,47.0,6.3
Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,"Jupiter Corporation, Jupiter Multimedia",0.36,0.11,0,70.0,7.7
International Track & Field,PS,1996.0,Sports,Konami Digital Entertainment,NaN,0.08,0.05,0.35,NaN,NaN
HSX HyperSonic.Xtreme,PS2,2002.0,Racing,Midas Interactive Entertainment,Blade Interactive,0.25,0.2,0,53.0,8.4
Lair,PS3,2007.0,Action,Sony Computer Entertainment,"Factor 5, SCE/WWS",0.36,0.03,0.08,53.0,6.4
Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,EA Tiburon,0.4,0.1,0,94.0,7.7
Jikkyou Powerful Pro Yakyuu 10,PS2,2003.0,Sports,Konami Digital Entertainment,NaN,0,0,0.51,NaN,NaN
Summoner,PS2,2000.0,Role-Playing,THQ,Volition Inc.,0.25,0.2,0,74.0,7.8
Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,"SCE Japan Studio, comcept",0.15,0.08,0.22,77.0,8.2
Virtual Pool,PS,1997.0,Sports,Interplay,NaN,0.28,0.19,0,NaN,NaN
DC Universe Online,PS3,2011.0,Role-Playing,Sony Online Entertainment,WBIE,0.35,0.11,0,67.0,7.4
Jam With the Band,DS,2008.0,Misc,Nintendo,NaN,0,0,0.51,NaN,NaN
NBA Live 07,PSP,2006.0,Sports,Electronic Arts,EA Sports,0.47,0,0,64.0,7.5
IL-2 Sturmovik: Birds of Prey,X360,2009.0,Simulation,505 Games,Gaijin Entertainment,0.23,0.23,0,80.0,8.4
100 All-Time Favorites,DS,2009.0,Puzzle,Ubisoft,Ubisoft,0.35,0.12,0,NaN,6.2
The Walking Dead: Survival Instinct,PS3,2013.0,Shooter,Activision,Terminal Reality,0.28,0.15,0,34.0,3.6
Major League Baseball 2K10,X360,2010.0,Sports,Take-Two Interactive,Visual Concepts,0.47,0,0,76.0,7.6
Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,Etranges Libellules,0.25,0.21,0,69.0,7.4
Ratatouille,PS3,2007.0,Action,THQ,Heavy Iron Studios,0.09,0.32,0,55.0,4.8
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005.0,Misc,THQ,NaN,0.37,0.14,0,NaN,NaN
Wrecking Crew,NES,1985.0,Platform,Nintendo,NaN,0,0,0.51,NaN,NaN
Rugrats: Scavenger Hunt,N64,1999.0,Misc,THQ,NaN,0.41,0.09,0,NaN,NaN
International Superstar Soccer 2000 (All regio...,N64,1999.0,Sports,Konami Digital Entertainment,NaN,0.01,0.26,0.22,NaN,NaN
NBA Live 2004,XB,2003.0,Sports,Electronic Arts,EA Sports,0.44,0.04,0,85.0,8.2
Iron Man,DS,2008.0,Action,Sega,Artificial Mind and Movement,0.35,0.12,0,56.0,7
Alien: Isolation,XOne,2014.0,Shooter,Sega,Creative Assembly,0.22,0.24,0,78.0,7.8
Dai-4-Ji Super Robot Taisen S,PS,1996.0,Strategy,Banpresto,NaN,0,0,0.48,NaN,NaN
Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,Konami,0.12,0.27,0.06,82.0,8.4
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.0,Platform,THQ,Digital Eclipse,0.37,0.14,0,62.0,8.8
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009.0,Fighting,Nintendo,8ing/Raizing,0.44,0.03,0,74.0,8.1
Ace Combat Zero: The Belkan War,PS2,2006.0,Simulation,Namco Bandai Games,Namco,0.15,0.12,0.2,75.0,8.4
Dragon Age: Origins,PC,2009.0,Role-Playing,Electronic Arts,BioWare,0,0.46,0,91.0,8.6
Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,Koei,0.18,0,0.3,62.0,7.3
NHL 07,PS2,2006.0,Sports,Electronic Arts,EA Sports,0.42,0.02,0,76.0,4.6
SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,Bandai Namco Games,0.12,0.2,0.07,80.0,6.2
Dishonored,PC,2012.0,Action,Bethesda Softworks,NaN,0.26,0.19,0,NaN,NaN
Dragon Ball: Raging Blast,X360,2009.0,Fighting,Namco Bandai Games,Spike,0.36,0.08,0.02,56.0,7.5
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.0,Fighting,Namco Bandai Games,CyberConnect2,0.29,0.16,0.01,70.0,7.7
Petz: Hamsterz Life 2,DS,2007.0,Misc,Ubisoft,NaN,0.47,0,0,NaN,#VALUE!
World Championship Poker,XB,2004.0,Misc,Crave Entertainment,Coresoft,0.37,0.11,0,66.0,#VALUE!
The BIGS,PS2,2007.0,Sports,Take-Two Interactive,Blue Castle Games,0.25,0.19,0,71.0,4.8
WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,Yuke's,0.22,0.21,0,NaN,6
Final Fantasy,WS,2000.0,Role-Playing,SquareSoft,NaN,0,0,0.51,NaN,NaN
Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,Atari,Arc System Works,0.36,0.13,0,73.0,7
NBA Ballers,XB,2004.0,Sports,Midway Games,Midway,0.37,0.11,0,82.0,8.1
Silent Hill 4: The Room,PS2,2004.0,Action,Konami Digital Entertainment,KCET,0.25,0.19,0,76.0,7.8
River Raid II,2600,1988.0,Shooter,Activision,NaN,0.47,0.03,0,NaN,NaN
Capcom Classics Collection,PS2,2005.0,Misc,Capcom,Digital Eclipse,0.22,0.17,0.05,78.0,8.4
My Word Coach,Wii,2007.0,Misc,Ubisoft,Ubisoft,0.46,0.01,0,68.0,#VALUE!
Monopoly Party,PS2,2002.0,Misc,Infogrames,NaN,0.25,0.19,0,NaN,NaN
Tiger Woods PGA Tour 13,X360,2012.0,Sports,Electronic Arts,Electronic Arts,0.29,0.18,0,77.0,5.6
NHL FaceOff 98,PS,1997.0,Sports,Sony Computer Entertainment,NaN,0.28,0.19,0,NaN,NaN
The Saboteur,X360,2009.0,Action,Electronic Arts,Pandemic Studios,0.26,0.2,0,73.0,8.2
The Adventures of Jimmy Neutron Boy Genius: At...,GBA,2004.0,Action,THQ,Tantalus Interactive,0.36,0.13,0,56.0,#VALUE!
Sonic Riders,PS2,2006.0,Racing,Sega,Sonic Team,0.42,0.02,0,55.0,7.2
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,Warthog,0.25,0.19,0,51.0,7.5
Monsters vs. Aliens,DS,2009.0,Action,Activision,Griptonite Games,0.33,0.13,0,47.0,#VALUE!
Midnight Magic,2600,1983.0,Action,Atari,NaN,0.47,0.03,0,NaN,NaN
NHL 09,X360,2008.0,Sports,Electronic Arts,EA Canada,0.45,0.01,0,88.0,8.4
Bully: Scholarship Edition,Wii,2008.0,Action,Take-Two Interactive,Rockstar Toronto,0.17,0.28,0,83.0,8.4
WWE SmackDown vs. RAW 2007,X360,2006.0,Fighting,THQ,Yuke's,0.44,0.03,0,81.0,7.8
Midnight Club II,XB,2003.0,Racing,Take-Two Interactive,Rockstar San Diego,0.42,0.06,0,86.0,7.6
Monster Hunter Freedom 2,PS3,2011.0,Role-Playing,Capcom,NaN,0,0,0.5,NaN,NaN
Tiger Woods PGA Tour 07,PS3,2006.0,Sports,Electronic Arts,EA Redwood Shores,0.31,0.12,0,81.0,#VALUE!
Ratatouille,Wii,2007.0,Action,THQ,Asobo Studio,0.43,0.03,0,62.0,6.7
Avatar: The Last Airbender,GC,2006.0,Adventure,THQ,AWE Games,0.39,0.1,0,60.0,6.5
Blue's Clues: Blue's Big Musical,PS,2001.0,Misc,THQ,NaN,0.28,0.19,0,NaN,NaN
The Mummy Returns,PS2,2001.0,Action,Universal Interactive,Blitz Games,0.25,0.19,0,44.0,7
Cars Toon: Mater's Tall Tales,Wii,2010.0,Misc,Disney Interactive Studios,Disney Interactive Studios,0.45,0.02,0,NaN,#VALUE!
Paws & Claws: Dogs & Cats Best Friends,DS,2007.0,Simulation,THQ,NaN,0.46,0.01,0,NaN,NaN
Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,Io Interactive,0.25,0.19,0,83.0,8.4
Disney Sing It,PS2,2008.0,Misc,Disney Interactive Studios,Zoe Mode,0.25,0.19,0,NaN,#VALUE!
Chopper Command,2600,1982.0,Shooter,Activision,NaN,0.47,0.03,0,NaN,NaN
Lost: Via Domus,PS3,2008.0,Action,Ubisoft,Ubisoft Montreal,0.19,0.22,0,54.0,6.9
Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,Radical Entertainment,0.25,0.19,0,73.0,6.5
Activision Anthology,PS2,2002.0,Misc,Activision,Contraband Entertainment,0.25,0.19,0,75.0,7.7
Picross DS,DS,2007.0,Puzzle,Nintendo,Jupiter Corporation,0.17,0.02,0.3,83.0,8.7
Pro Evolution Soccer 2012,X360,2011.0,Action,Konami Digital Entertainment,Konami,0.1,0.34,0,78.0,6.6
Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,TOSE,0.36,0.02,0.07,63.0,7.1
Test Drive Unlimited,PSP,2007.0,Racing,Atari,Melbourne House,0.08,0.27,0,80.0,7.3
Harry Potter and the Half-Blood Prince,PSP,2009.0,Action,Electronic Arts,EA Bright Light,0.18,0.2,0,NaN,6.6
Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,Zipper Interactive,0.25,0.13,0.04,71.0,7.5
R.U.S.E.,PS3,2010.0,Strategy,Ubisoft,Eugen Systems,0.18,0.22,0.02,76.0,7.3
Theatrhythm: Final Fantasy,3DS,2012.0,Misc,Square Enix,Indies Zero,0.22,0.07,0.18,78.0,7.8
Prince of Persia Trilogy,PS3,2010.0,Action,Ubisoft,NaN,0.17,0.24,0,NaN,NaN
Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,Eurocom Entertainment Software,0.25,0.2,0,72.0,6
Rugrats in Paris: The Movie,N64,2000.0,Action,THQ,NaN,0.4,0.09,0,NaN,NaN
Hidden Mysteries: Titanic - Secrets of the Fat...,DS,2009.0,Adventure,GSP,NaN,0.12,0.32,0,NaN,NaN
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,LucasArts,0.24,0.19,0,81.0,8.3
Tactics Ogre: The Knight of Lodis,GBA,2001.0,Role-Playing,Nintendo,Quest,0.13,0.05,0.31,88.0,9.1
"Transformers: War for Cybertron (XBox 360, PS3...",PS3,2010.0,Shooter,Activision,NaN,0.24,0.18,0,NaN,NaN
Super Robot Taisen MX,PS2,2004.0,Strategy,Banpresto,NaN,0,0,0.5,NaN,NaN
Sega Bass Fishing,Wii,2008.0,Sports,Sega,Cavia Inc.,0.45,0.01,0,59.0,6.3
Bases Loaded '96: Double Header,PS,1995.0,Sports,Jaleco,NaN,0.28,0.19,0,NaN,NaN
Dead or Alive Ultimate,XB,2004.0,Fighting,Tecmo Koei,Team Ninja,0.3,0.1,0.08,83.0,8.7
RPG Maker,PS,1997.0,Role-Playing,ASCII Entertainment,Kuusou Kagaku,0.11,0.07,0.29,66.0,8.2
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,Visual Concepts,0.47,0,0,68.0,6.4
Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,HandMade Game,0.1,0.34,0.01,56.0,#VALUE!
Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,Konami,0.46,0,0,65.0,7.4
Burnout Revenge,X360,2006.0,Racing,Electronic Arts,Criterion Games,0.42,0.04,0,89.0,8.1
Star Wars: Clone Wars,PS2,2002.0,Shooter,LucasArts,NaN,0.24,0.19,0,NaN,NaN
The Adventures of Jimmy Neutron Boy Genius: At...,PS2,2004.0,Action,THQ,THQ,0.24,0.19,0,65.0,7.3
Madden NFL 13,Wii,2012.0,Sports,Electronic Arts,EA Tiburon,0.47,0,0,NaN,7.3
Madden NFL 11,PS2,2010.0,Sports,Electronic Arts,EA Tiburon,0.41,0.02,0,NaN,7
Monster Hunter,PS2,2004.0,Role-Playing,Capcom,Capcom,0.11,0.08,0.28,68.0,8.9
NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,EA Canada,0.45,0.01,0,80.0,8.2
Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,Neversoft Entertainment,0.38,0.1,0,82.0,8.9
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,Rainbow Studios,0.24,0.19,0,80.0,8.7
Super Famista 5,SNES,1996.0,Sports,Namco Bandai Games,NaN,0,0,0.5,NaN,NaN
Shrek SuperSlam,PS2,2005.0,Action,Activision,Shaba Games,0.24,0.19,0,67.0,9
Rayman Advance,GBA,2001.0,Platform,Ubisoft,Digital Eclipse,0.36,0.13,0,84.0,8.4
Super Robot Taisen Z,PS2,2008.0,Strategy,Namco Bandai Games,NaN,0,0,0.5,NaN,NaN
PoPoLoCrois Monogatari,PS,1996.0,Role-Playing,Sony Computer Entertainment,NaN,0,0,0.46,NaN,NaN
Wet,X360,NaN,Shooter,Bethesda Softworks,Artificial Mind and Movement,0.23,0.21,0.01,69.0,7.3
Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,Crystal Dynamics,0.41,0.02,0,NaN,8.2
Fantastic 4,PS2,2005.0,Action,Activision,7 Studios,0.41,0.01,0,64.0,7.8
Men in Black II: Alien Escape,PS2,2002.0,Shooter,Infogrames,Melbourne House,0.24,0.19,0,50.0,7.3
RealSports Tennis,2600,1982.0,Sports,Atari,NaN,0.46,0.03,0,NaN,NaN
Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,THQ,Blue Tongue,0.24,0.19,0,NaN,#VALUE!
Raiders of the Lost Ark,2600,1981.0,Action,Atari,NaN,0.46,0.03,0,NaN,NaN
Gauntlet,2600,1982.0,Action,Answer Software,NaN,0.46,0.03,0,NaN,NaN
Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,Spicy Horse,0.27,0.14,0.04,70.0,8.1
Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,EA Canada,0.46,0,0,81.0,8
Spider-Man 2,DS,2004.0,Action,Activision,Vicarious Visions,0.41,0.02,0.03,61.0,5
Ridge Racer 3D,3DS,2011.0,Racing,Namco Bandai Games,Namco Bandai Games,0.19,0.15,0.12,75.0,7.2
Picross 3D,DS,2009.0,Puzzle,Nintendo,HAL Labs,0.28,0.03,0.16,83.0,8.4
Dynasty Warriors: Gundam 2,PS3,2008.0,Action,Namco Bandai Games,Omega Force,0.09,0.06,0.32,54.0,7
Cars Mater-National Championship,Wii,2007.0,Racing,THQ,Incinerator Games,0.46,0,0,NaN,6.7
Tony Hawk's Underground 2,GBA,2004.0,Sports,Activision,Vicarious Visions,0.35,0.13,0,70.0,#VALUE!
Super Monkey Ball 3D,3DS,2011.0,Action,Sega,Sega,0.26,0.15,0.05,55.0,5.5
Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,SCS Software,0,0.42,0,NaN,7.6
SpongeBob SquarePants: Creature from the Krust...,Wii,2006.0,Platform,THQ,Blitz Games,0.44,0.02,0,57.0,5.6
Dragon Quest Heroes: The World's Tree Woe and ...,PS3,2015.0,Action,Square Enix,NaN,0,0,0.49,NaN,NaN
F1 2012,X360,2012.0,Racing,Codemasters,Codemasters,0.1,0.34,0,84.0,6.9
NBA 2K11,Wii,2010.0,Action,Take-Two Interactive,Visual Concepts,0.46,0.01,0,NaN,#VALUE!
Ice Hockey,2600,1980.0,Sports,Activision,NaN,0.46,0.03,0,NaN,NaN
Tony Hawk's Project 8,X360,2006.0,Sports,Activision,Neversoft Entertainment,0.44,0.02,0,81.0,7.6
Babysitting Mama,Wii,2010.0,Simulation,505 Games,Cooking Mama Limited,0.33,0.12,0,NaN,#VALUE!
Bleach: Soul Resurreccion,PS3,2011.0,Fighting,Nippon Ichi Software,Racjin,0.27,0.1,0.07,58.0,7.2
The Matrix: Path of Neo,PS2,2005.0,Action,Atari,Shiny Entertainment,0.41,0.01,0,69.0,7.9
Dragon Ball Z: Supersonic Warriors 2,DS,2005.0,Fighting,Atari,Arc System Works,0.13,0.02,0.32,66.0,7.6
Sonic Lost World,3DS,2013.0,Platform,Sega,Dimps Corporation,0.24,0.14,0.07,59.0,6.5
WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,Yuke's,0.38,0.1,0,64.0,6.9
Boogie,Wii,2007.0,Misc,Electronic Arts,EA Montreal,0.43,0.03,0,57.0,5.3
The Price is Right,DS,2008.0,Misc,Ubisoft,Ludia Inc.,0.46,0,0,NaN,#VALUE!
Power Rangers: Dino Thunder,GBA,2003.0,Action,THQ,Natsume,0.35,0.13,0,49.0,NaN
GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,EA LA,0.34,0.13,0,61.0,7.2
Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,Intelligent Systems,0.27,0.03,0.17,78.0,8.7
The Sims,GC,2003.0,Simulation,Electronic Arts,Edge of Reality,0.35,0.13,0,85.0,7.7
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,PopCap,0.2,0.21,0,81.0,7.7
Grandia III,PS2,2005.0,Role-Playing,Square Enix,Game Arts,0.12,0.1,0.24,77.0,8.3
Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,Project Aces,0.3,0.12,0.03,78.0,6.2
Mobile Suit Gundam Seed Destiny: Rengou vs. Z....,PS2,2006.0,Shooter,Namco Bandai Games,NaN,0,0,0.49,NaN,NaN
Mario & Wario,SNES,1993.0,Puzzle,Nintendo,NaN,0,0,0.49,NaN,NaN
Scarface: The World is Yours,XB,2006.0,Action,Vivendi Games,Radical Entertainment,0.37,0.11,0,76.0,8.4
Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,Capcom,0.16,0.16,0.13,65.0,6.4
FIFA Soccer 64,N64,1997.0,Sports,Electronic Arts,NaN,0.16,0.3,0,NaN,NaN
Dreamworks Madagascar Kartz,Wii,2009.0,Racing,Activision,Activision,0.29,0.15,0,NaN,#VALUE!
Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,LucasArts,n-Space,0.42,0.03,0,61.0,5
Epic Mickey: Power of Illusion,3DS,2012.0,Action,Disney Interactive Studios,NaN,0.36,0.04,0.04,NaN,NaN
Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,NaN,0.2,0.22,0.01,NaN,NaN
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,Sega,NaN,0,0,0.49,NaN,NaN
SpongeBob SquarePants: Creature from the Krust...,DS,2006.0,Platform,THQ,WayForward,0.45,0,0,56.0,7.3
Backyard Baseball,PS2,2004.0,Sports,Atari,Humongous Entertainment,0.24,0.19,0,NaN,7.2
WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,NaN,0,0.15,0,NaN,NaN
Middle-Earth: Shadow of Mordor,X360,2014.0,Action,Warner Bros. Interactive Entertainment,Behaviour Interactive,0.28,0.16,0,NaN,4.6
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.0,Sports,Universal Interactive,Blitz Games,0.24,0.19,0,NaN,6.6
Pokemon Art Academy,3DS,2014.0,Misc,Nintendo,Headstrong Games,0.18,0.12,0.16,76.0,7.7
Taiko no Tatsujin: Appare Sandaime,PS2,2003.0,Misc,Namco Bandai Games,NaN,0,0,0.49,NaN,NaN
One Piece: Grand Battle!,PS,2001.0,Fighting,Atari,NaN,0,0,0.46,NaN,NaN
Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,NaN,0.08,0.3,0.01,NaN,NaN
Medal of Honor,PC,2010.0,Shooter,Electronic Arts,"Dice, Danger Close",0.2,0.23,0,72.0,6.4
Asphalt 3D,3DS,2011.0,Racing,Ubisoft,Gameloft,0.27,0.16,0.02,43.0,4.4
"Transformers: Revenge of the Fallen (XBox 360,...",PS2,2009.0,Shooter,Activision,NaN,0.25,0.01,0,NaN,NaN
Crazy Taxi,GC,2001.0,Racing,Acclaim Entertainment,Acclaim,0.36,0.09,0.02,69.0,7.5
Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,Atari,"Dimps Corporation, Namco Bandai Games",0.24,0.18,0.03,72.0,7.6
Spy Hunter 2,PS2,2003.0,Racing,Midway Games,Angel Studios,0.24,0.19,0,57.0,6.4
Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,Namco,0.36,0.11,0,66.0,#VALUE!
Die Hard Trilogy 2: Viva Las Vegas,PS,1999.0,Action,Fox Interactive,NaN,0.27,0.18,0,NaN,NaN
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.0,Misc,Hudson Soft,NaN,0,0,0.49,NaN,NaN
Sniper: Art of Victory,PC,2008.0,Shooter,City Interactive,City Interactive,0,0.45,0,36.0,3.6
Tales of Legendia,PS2,2005.0,Role-Playing,Namco Bandai Games,Namco,0.07,0.05,0.35,72.0,7.7
SimCity 2000,SNES,1995.0,Simulation,THQ,NaN,0,0,0.49,NaN,NaN
FIFA Soccer 09,DS,2008.0,Sports,Electronic Arts,EA Canada,0.12,0.31,0,84.0,6.1
Steel Diver,3DS,2011.0,Action,Nintendo,Nintendo,0.31,0.09,0.05,58.0,6.3
Bravely Second: End Layer,3DS,2015.0,Role-Playing,Nintendo,Silicon Studio,0.17,0.1,0.18,81.0,7.4
Alone in the Dark,X360,2008.0,Adventure,Atari,Eden Studios,0.14,0.3,0,58.0,5.7
Football Manager Handheld 2009,PSP,2008.0,Sports,Sega,NaN,0,0.47,0,NaN,NaN
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015.0,Puzzle,Nintendo,NaN,0.06,0.07,0.34,NaN,NaN
Shrek the Third,PS2,2007.0,Action,Activision,Amaze Entertainment,0.4,0.02,0,56.0,6.1
Madagascar: Operation Penguin,GBA,2005.0,Action,Activision,Vicarious Visions,0.35,0.13,0,NaN,#VALUE!
